,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
bolet,-0.50562733,0.4019049,-0.4373188,-1.2293321,0.9122837,-0.6282315,-0.15424773,0.294565,0.5953719,-0.3452998,0.08342995,-0.25277,0.060075462,-0.016867442,0.060277034,-0.2296114,0.2576498,0.52016306,-0.2971487,-0.3549887,-0.0832841,-0.10951576,-0.16201507,-0.91160685,0.8128417,0.023122014,0.93577725,-0.1343891,-0.29951128,-0.5062132,0.15419924,0.015686017,-0.13842025,-0.61333185,-0.13048448,0.30811158,-0.35711268,0.17998888,-0.15183942,-0.26920354,0.69350874,-0.0198023,0.15315086,-0.77148575,-0.3032962,-0.53564703,-0.1005915,-0.10532933,-0.13197702,0.40321782,0.47371456,0.03165437,-0.12706953,0.51354736,-0.8949464,-0.07514279,0.9806649,-0.37171826,-0.17415082,0.54698086,0.6865037,-0.21576543,0.57979864,0.043099687,0.14487681,-0.012112784,-0.7554593,-0.33352062,-0.83244044,0.70132506,0.21956815,0.30793634,0.07412492,0.59030336,0.52771264,-0.4834681,0.47629648,-0.3261758,-0.37616345,-0.57396215,-0.05496125,0.6972233,-0.8389449,-0.4396824,-0.38153425,-0.057083946,-0.31388047,0.069821015,-0.6205704,-0.23006324,0.33362898,0.09150335,0.30503324,-0.12209535,-0.51389104,-0.05362323,-0.05236794,-0.6615897,0.09779642,-0.42909935
emit,-0.3371829,0.13902673,-0.53562295,-1.0780137,0.88071626,-0.5898986,-0.033125244,0.2018232,0.639836,-0.1420912,0.38671556,-0.06234795,-0.1062566,-0.25396577,0.026282033,-0.07584661,0.3653548,0.5421452,-0.29528293,-0.14949083,-0.099358365,-0.2807567,0.09260023,-1.0953972,0.724251,-0.007489441,0.94005436,-0.18924724,-0.06014425,-0.53892744,0.41052905,-0.25765556,0.06295915,-0.3993406,0.12126888,0.20580219,-0.3827328,0.09984279,-0.01642708,-0.25858188,0.80510825,0.02316716,0.16557351,-0.68563765,-0.20936349,-0.4315589,-0.32627064,0.09636209,-0.17553926,0.5309708,0.433648,0.04142133,-0.09985453,0.61891025,-0.908916,0.21808203,0.9673207,-0.22901511,0.20048916,0.3902078,0.42199534,-0.23945881,0.69802743,0.12932006,0.06803279,0.4128965,-0.8038069,-0.13938785,-0.8573971,0.57013583,0.08390983,0.46684647,0.0758301,0.5983551,0.5718853,-0.5387622,0.5338431,-0.45026898,-0.39457974,-0.5647535,-0.483082,0.7248468,-0.6938885,-0.29650083,-0.32689264,-0.12505756,-0.15330409,-0.36566767,-0.548726,-0.37587735,0.0055346102,-0.009448022,0.20459864,0.04092375,-0.29759082,-0.11743758,-0.057549603,-0.5292057,-0.15802526,-0.4712306
acompanh,-0.18084575,-0.12681022,-0.38114414,-0.11155091,-0.082820356,-0.19154651,0.0070780506,0.42239702,0.42143625,-0.36357093,0.17408885,-0.7669819,0.003645546,0.32573462,-0.041162755,0.670661,0.04300005,0.5499237,0.44919792,-0.3736657,-0.0040832376,-0.3528737,-0.17247012,-0.3032834,0.109089285,0.15407172,-0.14538044,-0.08142008,0.22669269,-0.54860634,-0.3027771,0.15436886,0.6055036,-0.5963709,-0.17411098,0.06189749,0.38711682,-0.027041381,-0.70034486,0.38822567,0.02209397,0.37984565,-0.35514513,-0.13325591,0.4182147,-0.48746306,0.0958006,-0.07814166,0.032930553,0.12033704,0.20902298,-0.09391672,-0.2793102,0.33547664,0.2794593,-0.004620946,0.41394812,-0.27068135,0.6173544,0.07791164,-0.48653084,-0.23679358,0.36985794,0.43337974,-0.37414014,0.16626167,-0.13305391,0.3612215,0.30307415,0.03291647,0.57832307,-0.18914694,0.47547042,0.5763007,0.2843518,-0.30348673,0.36751604,-0.35161242,-0.10952775,0.16644478,-0.8585727,0.0017561931,0.23902473,-0.04561209,0.20343368,-0.004200185,0.29326305,0.02050923,0.22738773,0.2565664,-0.084451735,0.43123838,0.0556176,0.2935019,0.7622888,0.6494818,-0.01930455,0.1825006,-0.26570964,0.50602764
integr,-0.14271593,-0.020082213,-0.16344182,-0.17972827,0.051649075,-0.21131656,-0.05983436,0.17086087,0.14182033,-0.17046453,-0.09995833,-0.10850789,-0.03249456,0.17635328,-0.1087973,0.22279866,0.17050484,0.06499365,0.17745192,0.034570795,0.17145756,0.18400496,0.18691246,-0.19077933,0.17481159,0.11954937,-0.026228366,0.0045009814,-0.015469526,-0.10229588,0.060018633,0.035700142,0.05241999,-0.36769778,-0.1287964,0.17623037,0.03832219,0.004379593,-0.30338505,0.11966585,0.008879936,0.15058842,-0.110489,-0.27994743,0.20672333,-0.09992597,-0.0049301637,-0.3016813,0.047709003,0.0008522551,0.101059444,-0.02909056,-0.27125606,0.033787668,0.10680252,0.0219784,0.12289744,-0.06731805,0.082671754,0.006237949,-0.09542062,-0.24261479,0.25948587,0.30971432,-0.11958612,0.17215502,-0.35035762,-0.13083784,-0.022429803,0.3407724,0.12028058,-0.00563449,0.19939648,0.10719212,0.15317088,-0.28527504,0.060513355,-0.19404142,-0.10137245,0.110043816,-0.28942364,0.020165082,-0.13938269,0.08303556,-0.07366498,-0.13271599,0.13375445,0.054632444,0.02601921,-0.026584186,0.05812178,0.054232214,0.13441071,-0.20667462,0.054666992,0.09594811,-0.07028881,0.06006411,-0.2051852,0.09179599
sald,0.3767663,-0.014169651,-0.07297061,-0.31409672,-0.021515682,-0.3638864,-0.27555576,0.45327657,0.05919465,-0.22156985,-0.38974312,0.59697884,-0.20956217,0.3810942,0.26446083,0.17502059,-0.12675083,-0.07230933,0.43192592,0.5259869,0.2225428,0.37047157,0.39863983,0.021183813,0.25214577,-0.12973225,0.26485136,0.3819652,-0.3532931,0.33063662,0.44005027,-0.44297022,-0.00921105,-0.69032437,0.19800094,0.0982912,-0.1476839,0.058836143,-0.3984139,0.3633858,-0.5423979,0.20407547,-0.24907254,0.012734934,0.25790095,0.47219053,-0.261983,0.08024772,-0.020895109,-0.30365035,0.3000948,-0.12092216,-0.78377014,-0.63266534,0.40367928,0.30875957,-0.15545715,0.012271992,-0.1380376,-0.22442533,-0.47525886,-0.21829242,0.063743345,0.46739587,0.15005414,0.51969403,-0.0043724114,-0.32652497,0.033126354,0.33799013,0.018897902,0.021448178,-0.03162485,-0.20396689,0.3225122,-0.25187773,0.29987457,-0.68077433,0.1251363,0.1629715,-0.32957527,-0.2970916,-0.24353823,-0.1103712,-0.087767854,-0.1243106,-0.03038036,-0.1662378,0.41909418,0.19105457,0.2208558,-0.07184735,0.34166571,-0.39908043,-0.5366411,-0.15804225,0.18244772,0.33011848,-0.110228576,-0.37804675
virtual,-0.40754095,0.1831357,-0.3725807,-0.16365385,0.40544578,0.30258402,-0.6931074,0.3395589,-0.31512594,0.5844068,-0.59545135,-0.4586997,0.26448658,-0.20922293,0.2702756,-0.50162655,0.20992559,-0.7967413,0.61257154,-0.0046504135,0.16396508,0.025316527,0.35988906,-0.42339113,0.05673761,-0.537663,-0.38749427,-0.45549032,-0.6497159,-0.2609365,0.225495,0.011303175,-0.17149575,-0.6687817,0.14762038,0.10355826,-0.39685628,-0.49601683,-0.16784005,-0.4038781,-0.44177213,0.34665233,-0.4032934,0.36570543,-0.04522018,0.4946309,0.14150871,-0.43580055,-0.0937823,0.1538368,0.4029876,-0.29555878,0.08153453,0.3673449,0.75729537,-0.13763975,0.25173703,0.833997,-0.64776,0.21622287,-0.37206236,0.1236137,-0.6409696,0.15608482,0.89645207,0.31007886,-0.40367022,-0.4030356,0.1514088,-0.1445195,0.19778946,0.24306113,0.5544705,-0.16616197,0.09414617,-0.5373522,0.5474388,-0.6036085,0.24417095,-0.10926817,-0.97427016,0.05559371,-0.69790965,-0.5117363,-0.5252432,-0.14652675,0.42313233,0.38276836,0.5105253,0.52203166,0.31861812,0.13939491,-0.48649058,0.47071755,0.124522656,0.54658943,-0.12036177,0.509033,0.35609537,-0.47677368
carta,-0.35569057,0.08608083,-0.12374013,-0.68886393,0.36411008,0.2664746,-0.49232516,0.030992445,-0.31540287,0.5485858,-0.7444184,-0.5629649,0.30104446,-0.4133239,-0.08613607,-0.4444954,0.09676979,-0.6917829,0.560093,0.14715102,0.28978628,0.013404244,0.54295236,-0.59074503,0.3021154,-0.51196337,-0.120248996,-0.48395255,-0.38193497,-0.2860587,-0.020740444,0.4041493,0.051335987,-0.47648093,-0.075519636,0.2591831,-0.5383682,-0.45380184,-0.40846285,-0.36867672,-0.32430103,0.07961335,-0.09037361,0.27519536,-0.24964565,0.12215999,0.046078306,-0.78084284,-0.4280444,0.102923416,0.5364166,-0.07837039,-0.10800656,0.33281568,0.5654049,-0.3196842,0.5316521,0.9220274,-0.65525866,0.35242575,0.045040667,-0.21868813,-0.39001942,0.042971384,0.7955521,0.363153,-0.2690118,-0.5239519,0.0616169,0.016771398,-0.21789335,0.30031234,0.39867267,-0.11011042,0.2313859,-0.6767569,0.6247947,-0.6961338,-0.0937305,0.16110164,-0.7952375,-0.05110579,-0.7054074,-0.43850362,-0.42420733,-0.18690664,0.55585194,0.5815269,0.3795582,0.35471627,0.092776634,0.31057218,-0.5467878,0.2561012,0.27699205,0.43791202,-0.08430083,0.4311617,0.45575574,-0.5063225
performanc,-0.0071515944,-0.057228122,-0.0049834377,-0.09196895,0.039070398,-0.3126929,-0.11637874,0.2899921,0.091667086,-0.165067,0.0012307412,-0.014823089,0.056667954,0.026845343,0.17720756,0.038994495,0.035784572,-0.11301726,-0.027483756,-0.15019442,0.1879478,0.02830845,0.32668886,-0.22813924,0.066029765,0.013291275,-0.097299606,0.15461037,-0.1831952,0.038008776,0.13762699,-0.018655198,0.22578388,-0.34299067,0.028930774,0.045947134,-0.06249627,-0.007677368,-0.19120647,0.09285774,0.026083786,0.006096196,-0.018120613,-0.18875353,0.20292163,-0.0015623076,0.02527459,0.038205616,-0.049548466,0.03659369,0.10237728,-0.0525466,-0.14143565,-0.07715537,-0.012770801,-0.09211088,0.011236245,0.053603366,0.04509968,0.07012671,0.05670607,-0.07028363,0.18864803,0.12739223,-0.04247461,0.0816736,-0.051017005,0.05942774,-0.21139498,0.22057875,-0.059491746,0.090773396,0.12142244,0.04161485,0.21604908,-0.095620364,0.01797967,-0.21280429,-0.026512295,0.066598915,-0.06414346,0.052681714,-0.3210609,0.18567795,-0.26704156,-0.1536327,0.006774876,-0.033460006,0.10791662,0.064059705,0.105188474,0.0069966973,0.1321454,-0.18219604,0.11144662,-0.00029658267,-0.032575514,0.05393626,-0.11237538,-0.23982199
integraca,0.04725483,-0.021026887,-0.10127243,-0.07371716,-0.018796805,-0.1879114,-0.05813935,0.27096462,0.13512723,-0.06800603,-0.055364586,-0.12443271,0.048637126,0.10914632,0.047831517,-0.025647512,-0.0058368267,-0.07880139,0.00610882,-0.008560714,0.27464157,0.060246114,0.1522131,-0.1515303,-0.03765945,-0.06801592,-0.03613115,-0.037998866,-0.10694777,-0.055378553,0.05707072,-0.04378005,0.22490035,-0.4272993,0.02200625,0.05181569,-0.05451192,-0.0092602,-0.24519797,0.037455387,-0.028295182,-0.0022431088,0.04494638,-0.06711434,0.2439705,0.055742737,-0.05516126,-0.13010107,0.09344532,0.025397038,0.08705739,-0.03127024,-0.10162657,-0.12905125,0.13958368,-0.02215664,0.11812582,0.029178917,-0.020769216,0.1284734,0.05404883,-0.076165095,0.017357841,0.11969048,0.046139278,0.07611133,-0.09969622,0.121385485,-0.090686895,0.2076852,0.030117366,-0.12467146,0.22402315,-0.01760726,0.20455186,-0.1371007,0.19081911,-0.16199419,0.017760914,0.045039233,-0.22780882,0.029050648,-0.35551926,0.058029108,-0.18745527,-0.12540132,0.033018976,0.03409815,0.12876332,0.11284381,0.13549922,-0.023301402,0.107890695,-0.14178222,0.024553033,0.0864381,-0.08204822,0.1448208,-0.11379354,-0.16076136
dashboard,-0.050543737,-0.03245288,-0.06798935,-0.16079693,-0.0022200912,-0.33267713,-0.15721257,0.33410776,0.0925442,-0.17503056,0.07174882,-0.12873833,-0.031113686,0.061628968,0.16456662,0.05719318,-0.029766684,-0.087181926,0.020273287,-0.058278613,0.25879148,0.07944827,0.35101634,-0.23005222,0.09256192,0.045591887,0.024388967,0.039653674,-0.09485434,-0.04970446,0.053854343,-0.05167993,0.30685556,-0.36303815,0.04907785,0.11206634,-0.035148613,0.029901216,-0.3109707,0.09672194,0.0041489676,0.0705367,-0.04738674,-0.12547716,0.20984712,0.036817674,0.030635905,-0.019426757,-0.038113512,0.015832981,0.12434938,-0.031590693,-0.13974486,-0.08344003,0.09109503,-0.13168097,0.08267199,0.035989802,0.12552479,0.08531033,-0.04175258,-0.10255176,0.21548261,0.14552347,-0.058189776,0.09426646,-0.13663366,0.11415552,-0.19931354,0.26611146,0.017804572,0.08804139,0.1735792,0.10789117,0.20111462,-0.08789994,0.14837608,-0.30174753,-0.015703667,0.057208885,-0.17811312,0.030697025,-0.2726206,0.028801871,-0.2271178,-0.13737789,0.0077415165,-0.095195174,0.15296362,0.14761966,0.07172645,0.055490788,0.15189925,-0.14191997,0.11736118,0.1045445,-0.024431622,0.10798947,-0.080179624,-0.2080442
onboarding,-0.0041258703,-0.0077086515,-0.12310015,-0.16427512,-0.018896714,-0.12997629,-0.12939164,0.2433599,0.1301762,-0.04127145,-0.08470183,-0.12909004,-0.03986635,0.15941846,-0.02649618,-0.05999409,0.030906992,-0.028793003,0.0041730213,-0.014128511,0.32382697,0.014498813,0.2536944,-0.13132478,-0.036167808,-0.073606886,-0.030006398,-0.02631963,-0.08138369,-0.013032489,0.07360243,-0.059894357,0.23966579,-0.4935381,0.051597506,0.018763792,-0.018452797,0.041530438,-0.2136957,0.06613045,-0.048458442,-0.0068131397,0.03761156,-0.13049982,0.23500103,0.014587145,0.0256052,-0.17409146,0.100233085,0.011281549,0.09479174,-0.021428213,-0.062497415,-0.048011985,0.12285459,-0.038695637,0.17852588,0.056504615,-0.05415622,0.15302263,0.07678952,-0.12323729,-0.00015024663,0.1621625,0.038796593,0.053484187,-0.06842111,0.11398015,-0.124663405,0.32235387,0.050124794,-0.1543397,0.27580693,0.013983174,0.15243846,-0.18579581,0.1806799,-0.10013829,0.019777637,0.033727575,-0.26948068,-0.03595816,-0.35053575,0.059031155,-0.23169574,-0.13164143,0.011048283,0.03020987,0.10602381,0.115825385,0.11880398,-0.049515937,0.10483729,-0.26455364,0.0114187915,0.1320234,-0.06744354,0.11051141,-0.13388611,-0.098842055
usabil,0.024148932,-0.03786434,-0.12828343,-0.14557157,-0.072876334,-0.18922815,-0.1225631,0.24216905,0.096720055,-0.12429185,-0.10875627,-0.10956105,-0.054754026,0.16627401,0.01965741,-0.048520755,0.014509309,-0.019269397,0.09291868,0.104828954,0.34035173,0.14997585,0.3039106,-0.09821955,0.036497425,-0.012912546,-0.0043838937,0.019991405,-0.0768473,0.04194119,0.09790194,-0.115104094,0.26152897,-0.48072037,0.058058064,0.08358848,-0.07676615,0.049983792,-0.23708612,0.08398987,-0.07762138,-0.010921167,0.03603279,-0.081961416,0.2290364,0.10052339,-0.051424835,-0.18691851,0.06734783,-0.06939721,0.14349778,-0.026824573,-0.14506893,-0.18677272,0.17549093,0.009393126,0.08700221,-0.008039217,-0.033685587,0.07563827,-0.01756485,-0.14487647,0.04323292,0.23028146,-0.00514877,0.11781215,-0.08924697,0.056800317,-0.12375768,0.37700906,0.019801721,-0.1490074,0.23186725,-0.011320998,0.19565,-0.09454163,0.19007832,-0.20701468,0.00053650234,0.06574238,-0.24989513,-0.053595886,-0.27453792,0.024127789,-0.19524886,-0.14535706,0.01220645,-0.04119381,0.1398084,0.11425414,0.13131927,-0.07456764,0.13926354,-0.27477404,-0.0632957,0.06231628,-0.034013256,0.1632007,-0.14179018,-0.14134268
extrat,0.0480619,-0.036002055,-0.009301807,-0.12270936,0.009350496,-0.27859798,-0.038773675,0.32619965,0.061768766,-0.24474058,-0.0056178067,-0.050323483,-0.018571872,0.11695815,0.20424221,-0.036703773,-0.002595033,0.019851545,-0.001320938,-0.0206727,0.15069476,0.059143074,0.17432763,-0.10372068,0.04073016,0.07002551,-0.003566335,0.054799955,-0.11401958,0.03601292,0.07826548,-0.074169256,0.13053028,-0.3680647,-0.0036346281,0.08462044,-0.07559542,-0.028709838,-0.19556427,0.0662085,0.113936104,-0.020632919,0.044023044,-0.08669793,0.20114237,0.049616538,-0.09024361,-0.030834273,-0.006574373,-0.023616912,0.100680195,-0.11249194,-0.15182453,-0.13774538,-0.048444867,-0.028252808,0.052510288,-0.03578517,0.08539335,-0.03782668,0.027821515,-0.036238607,0.12844424,0.12974755,-0.013788664,0.21406338,-0.044163562,0.123738356,-0.24160428,0.18751845,-0.010820038,0.11058601,0.13786143,0.015968917,0.28697327,-0.029710708,0.10159482,-0.08631728,-0.021588448,0.08376243,-0.17195131,-0.0025637723,-0.2656828,0.10731575,-0.15863745,-0.106003426,0.09704893,-0.030953212,0.025257563,0.009880322,0.13865411,-0.021266509,0.1468545,-0.12217799,0.017587857,0.06343196,0.035210196,0.041599788,-0.09640731,-0.11625566
login,0.002586585,-0.0669237,-0.08448381,-0.16110201,-0.03377517,-0.21857664,-0.09018422,0.28217465,0.12900643,-0.15241972,-0.10116949,-0.03461466,-0.032566294,0.1387573,0.09226194,-0.019691626,0.052475173,-0.0122374175,-0.0019670606,0.030573761,0.2593257,0.073436625,0.24669506,-0.055934705,0.028416947,0.00015857036,-0.010791042,0.06764547,-0.14716895,0.053167313,0.05027586,-0.030487467,0.17366906,-0.50763315,0.04753699,0.04238465,-0.061207134,-0.054290324,-0.2313038,0.1465942,0.024944324,-0.00075902045,0.030175101,-0.18063535,0.28367323,0.068634786,-0.042173356,-0.08603319,0.040623713,-0.06361019,0.13233633,-0.07790616,-0.16780227,-0.14905798,0.036124904,-0.017961161,0.053771406,0.002276605,-0.00014054148,0.06469538,0.05640641,-0.07166072,0.028433781,0.17631847,0.09393326,0.1166836,-0.026901253,0.11470984,-0.18694434,0.28216785,-0.0013263872,-0.04322572,0.17750733,-0.055420488,0.26279166,-0.14358425,0.10350817,-0.14324978,-0.031498216,0.07771189,-0.2300274,-0.029041817,-0.32145548,0.12056232,-0.23608233,-0.15117146,0.09214268,0.043154795,0.079795465,0.036878083,0.14802259,-0.0711603,0.15040812,-0.2440368,0.018671172,0.048059687,0.009216969,0.08129906,-0.1705646,-0.08518062
api,-0.05435419,-0.04459704,-0.1009597,-0.14883065,0.016618524,-0.23803651,-0.105025426,0.2685196,0.19104443,-0.14824592,-0.004495612,-0.22117548,0.035562936,0.13585536,0.0479414,-0.03756873,0.026526107,0.05549932,0.06909379,-0.0028693131,0.3271488,0.004025999,0.17867436,-0.23218235,0.07227119,0.0834889,0.037157655,-0.04362755,-0.051301904,-0.092005365,-0.00035985495,-0.018805573,0.24222939,-0.4108588,-0.000421813,0.048148263,-0.050254945,0.011981105,-0.26242277,0.052037086,0.10633678,0.05526518,0.05788429,-0.13275477,0.19130464,-0.03885343,-0.02991028,-0.18759264,0.08830093,0.00360845,0.11231444,-0.020548621,-0.081062466,-0.021263426,0.068672076,-0.05407834,0.18761498,0.003720283,0.077962115,0.14232546,0.042316824,-0.077490196,0.12668844,0.18929672,0.018565806,0.12615015,-0.18350248,0.1189172,-0.13570702,0.26762968,0.09512463,-0.029401606,0.26597297,0.06884585,0.24717955,-0.119179346,0.25143087,-0.12678134,-0.019492311,0.030225579,-0.3253791,0.05392817,-0.29612288,0.003491696,-0.22392206,-0.1086834,0.080587886,-0.043574195,0.04464272,0.032040115,0.1143112,0.032505155,0.08843044,-0.12816772,0.087771505,0.12723657,-0.13240759,0.06824601,-0.15486865,-0.05988632
chat,-0.070064686,-0.0031550745,-0.13666114,-0.15172586,0.014796213,-0.31644046,-0.10745529,0.29510465,0.1448091,-0.16606489,0.00036536483,-0.18110217,-0.114351146,0.0327121,0.033606548,0.07117234,-0.034910057,-0.12580527,-0.008741851,-0.084232256,0.26959968,0.0788679,0.2927794,-0.19691038,-0.023627656,0.024285767,-0.038704414,0.04013125,-0.10485531,-0.06425619,0.1004934,-0.037821047,0.26980677,-0.39823475,0.089707315,0.099220574,0.081481345,0.050817236,-0.28592843,0.10283241,0.008353639,0.0005969448,-0.0052730194,-0.28213516,0.24076971,0.032820098,-0.020752007,-0.039556034,0.048980497,0.023809558,0.07608439,0.0052070366,-0.03108812,-0.04771442,0.04382321,-0.11224991,0.1370644,-0.040662393,-0.04115919,0.23626705,0.13709313,-0.11299959,0.11531187,0.12580283,0.029753117,-0.07582782,-0.10021289,0.11505875,-0.2339848,0.3456643,-0.078160435,-0.081599474,0.19103676,0.024207793,0.17679562,-0.21765542,0.06159907,-0.23918301,0.016776526,-0.05600264,-0.112198055,0.045160837,-0.35444,0.11468839,-0.3317961,-0.19341482,-0.08942645,0.044415858,0.10593647,0.06853524,0.11430933,-0.012782886,0.11441295,-0.21727227,0.004265417,0.062427323,-0.12181461,0.053827554,-0.1252817,-0.14790247
bug,0.17407864,0.05774654,-0.002717872,0.3014435,-0.07851863,-0.30801067,0.32885936,0.29605964,-0.45313135,-0.48659435,0.20975406,-0.42728296,-0.1597599,0.14258878,0.14692746,-0.23816298,0.008595723,-0.4169702,-0.25557408,-0.40954903,-0.023247894,0.0854011,-0.00930356,0.13820526,-0.38645878,-0.10902727,-0.39019057,-0.01571335,-0.028290968,0.008757408,0.099624805,-0.01615197,0.08474095,-0.20410143,0.019700872,0.17922504,0.14083199,-0.08264216,-0.013032195,-0.34477365,0.15777867,-0.36223403,0.22883411,0.25823504,0.20166038,0.13035706,-0.47654077,-0.03641079,0.18797906,0.29182097,-0.18660738,-0.21379748,0.19805443,-0.40348643,-0.009799094,-0.011118129,-0.027714351,-0.03463559,-0.31267223,0.15504533,0.27478486,0.14022943,-0.07796727,0.01342294,-0.11195641,0.19013008,0.14167663,0.59106255,-0.26486772,0.12606575,-0.3301158,-0.008051501,0.2593243,-0.23264273,0.35540193,-0.17568082,-0.25043923,0.25240088,0.10079437,-0.20509994,0.01983779,-0.021324215,-0.515208,0.5335975,-0.011556925,-0.17933135,0.28886667,0.25266325,0.19949903,0.1255424,0.34982038,-0.18033478,0.031213317,0.19517046,0.052409817,0.13366798,-0.0060967486,-0.107298,0.03074043,-0.08882129
travan,0.13468975,-0.015274072,-0.031841908,0.27621222,-0.041227397,-0.24524894,0.2971283,0.26580513,-0.32374343,-0.3852222,0.15991029,-0.40040496,-0.16126414,0.10204916,0.014823246,-0.18187307,-0.0040330812,-0.38359633,-0.24114522,-0.4321525,-0.02020499,0.06654239,0.0332479,0.1135421,-0.36751872,-0.112220496,-0.3669488,-0.055287573,-0.07386781,0.0032842818,0.08124016,0.052641567,0.1063856,-0.25633264,-0.008779703,0.134784,0.15253854,-0.11064983,-0.030665966,-0.30668157,0.17415288,-0.3503394,0.19811751,0.1448749,0.25601703,0.10879507,-0.43786263,-0.034323998,0.17942551,0.2494598,-0.15591216,-0.18792245,0.23171021,-0.32781762,-0.056791317,-0.049126763,-0.013902778,-0.049241394,-0.3359711,0.22195661,0.34193373,0.0827547,-0.059363842,0.014842278,-0.054460824,0.075004295,0.073461056,0.55543494,-0.24437755,0.09655295,-0.31817123,-0.040796816,0.25384668,-0.20835447,0.30479386,-0.27552328,-0.25269878,0.21065651,0.12523723,-0.19380575,0.056453273,-0.040192783,-0.51742315,0.4758861,-0.10734288,-0.19931291,0.28300598,0.28752297,0.16168034,0.09764503,0.33022958,-0.13510658,0.033752404,0.17656417,0.08154776,0.116069406,-0.06361243,-0.08639851,-0.017959101,-0.072612196
sitem,0.1756865,-0.021321297,0.003048219,0.3284693,-0.063391246,-0.23818003,0.33871248,0.23993899,-0.38027862,-0.38155642,0.15200756,-0.37198666,-0.12498045,0.103653476,0.057759095,-0.18938239,0.018564407,-0.45077434,-0.26492113,-0.42822215,-0.0050807763,0.10697864,0.0062087667,0.15690914,-0.41590822,-0.13995719,-0.4101867,-0.016537564,-0.07254911,0.029492317,0.10783625,0.045855805,0.09800106,-0.22684029,0.0035707296,0.12802969,0.13784887,-0.11414932,-0.0061429427,-0.29333338,0.13077986,-0.3671132,0.22265473,0.19527867,0.25301686,0.13712136,-0.44413808,-0.061836626,0.1912123,0.2657817,-0.20959121,-0.18403818,0.19784752,-0.38703352,0.021851549,-0.0033044582,-0.052353326,0.021745248,-0.3304017,0.23060529,0.3011774,0.10568627,-0.109088354,0.009987431,-0.09532251,0.09136498,0.116551355,0.5562233,-0.21581455,0.11363411,-0.3243585,-0.082702234,0.25107613,-0.27504522,0.29311624,-0.2742177,-0.27374196,0.250243,0.11907107,-0.18569204,0.059506044,-0.002914155,-0.5333261,0.5741915,-0.05743043,-0.17847276,0.27337116,0.3181971,0.22636962,0.077703804,0.32305935,-0.20077613,0.041639484,0.16810612,0.03357676,0.09602455,-0.017278003,-0.10195305,-0.0068962215,-0.09324558
vcs,0.19755355,-0.008733654,0.0020512799,0.31824195,-0.06315019,-0.31153506,0.27234966,0.31507045,-0.40546918,-0.42836794,0.18350282,-0.38291302,-0.18163876,0.16178791,0.11142336,-0.21200947,-0.030227438,-0.47332007,-0.24532156,-0.44345444,-0.00726898,0.119060904,0.034467228,0.13558029,-0.40226734,-0.12572743,-0.37026525,0.019911507,-0.10696621,0.05473358,0.1421642,-0.013345331,0.09317602,-0.2310039,0.039253514,0.15942287,0.14614502,-0.10134875,-0.021130238,-0.3356898,0.112436235,-0.38808054,0.1793045,0.24579056,0.2554207,0.20179686,-0.50978255,0.012476351,0.1768461,0.25501344,-0.16479295,-0.18535091,0.1910755,-0.42417204,0.009263633,-0.00071364833,-0.038164724,-0.06499187,-0.37066594,0.2270804,0.2952652,0.13661426,-0.11387235,0.007436106,-0.050809342,0.14500134,0.15609081,0.6040442,-0.24021114,0.13479504,-0.34063584,-0.043179937,0.22960491,-0.25974476,0.35192606,-0.24457864,-0.2344,0.20024526,0.15961526,-0.25516963,0.06169758,-0.043575585,-0.5656323,0.52755094,-0.07471373,-0.18068261,0.2550832,0.26199594,0.2411287,0.13660106,0.38051385,-0.17839728,0.047057685,0.19133094,0.0035507753,0.13164908,-0.0390142,-0.073812105,0.0032637508,-0.122951895
atendimnt,0.17934473,-0.002297877,0.016240332,0.27821472,-0.070207715,-0.2581847,0.317639,0.26296937,-0.39273068,-0.3780667,0.17258438,-0.33485425,-0.16910584,0.11219708,0.039692026,-0.23502879,-0.011979171,-0.45186898,-0.2850618,-0.4736988,-0.018222896,0.09413202,0.06709506,0.14468631,-0.37005687,-0.10447658,-0.35811964,-0.024655253,-0.091838896,0.038849756,0.11844352,0.05445227,0.083298236,-0.19089012,0.024719337,0.15108149,0.13363856,-0.13089965,-0.023754794,-0.3477166,0.1543612,-0.38235676,0.16826925,0.2055416,0.22617452,0.13721918,-0.4644609,-0.0031467923,0.16577056,0.26940233,-0.19975664,-0.21298043,0.21336553,-0.34891382,-0.049439732,-0.06309125,-0.05436507,-0.05939051,-0.35321966,0.17854494,0.34119675,0.10223735,-0.05395658,-0.023924034,-0.06204209,0.13746236,0.11616478,0.5713699,-0.27797535,0.091856934,-0.335892,0.048961736,0.2133263,-0.22773123,0.30168667,-0.25244322,-0.25067273,0.23448479,0.13103111,-0.1931801,0.08778411,-0.04735412,-0.5451963,0.49926302,-0.08668788,-0.21302205,0.3045711,0.27853343,0.1291076,0.10845374,0.3467726,-0.14135747,0.036066376,0.17043102,0.045293618,0.09604399,-0.01847765,-0.11836596,0.016995149,-0.10339829
