,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
ped,0.7512243,0.18411966,-0.0093031395,0.48537627,-0.030285219,0.2731693,0.40222463,0.24954975,0.08936523,-0.07409816,-0.109267,0.27555433,1.0053573,0.3963988,0.28693417,-0.67649823,0.34353834,0.39262477,-0.09065304,0.07785117,0.23253956,-0.2579198,-0.8540408,-0.041707024,0.049892303,-0.34586653,-0.06411893,-0.17523493,0.0052987672,0.15633447,0.24409859,-0.47347963,-0.10526561,-0.34307012,-0.25886986,0.009954104,-0.50049615,0.26483136,0.3201824,-0.47080648,0.073639184,-0.12626189,0.29204136,0.7624105,-0.23162127,-0.44647828,-0.42300957,-0.5138082,0.41727692,0.093517214,0.18266925,-0.1859728,-0.42750046,-0.39685446,0.08322508,0.4729106,0.21846563,0.056783497,-0.050065685,-0.31568438,-0.16254449,0.28546563,0.05887175,-0.045739874,-0.29344657,0.90707827,0.07318366,-0.017981179,0.1438143,-0.5290776,0.5818089,-0.12655242,0.103251256,-0.017334664,0.4973972,0.46033183,0.6476132,0.7868588,-0.24842015,0.28579202,-0.6524848,0.06987633,0.026930287,-0.056532994,0.2727185,0.36953086,0.3842634,-0.24048236,-0.10621877,0.061366726,0.22626609,0.037422962,0.16854705,0.38986033,0.16335902,-0.30755344,-0.15639557,0.17863595,-0.0017447134,-0.09673598
suport,0.6680734,0.24445906,0.15513842,0.48934108,-0.06867584,0.30832395,0.39220786,0.21642865,-0.0025816564,-0.03545597,-0.027327884,0.28111964,1.0377992,0.27679276,0.2629807,-0.7011408,0.5194256,0.35444993,-0.056803484,0.16301942,0.24542883,-0.4688146,-0.7146205,-0.30153537,0.20955072,-0.10931964,-0.17634761,-0.07880548,0.2929086,0.23124786,0.3541409,-0.45153734,-0.06261516,-0.34089133,-0.08952066,-0.17166477,-0.5763584,0.15344934,0.3928598,-0.62288517,0.0064609977,-0.0949815,0.4730546,0.6546887,-0.46873742,-0.5034065,-0.23587568,-0.464231,0.25143442,0.040770724,0.22567302,-0.026686683,-0.503999,-0.31250954,-0.0031897703,0.2844213,0.15731598,0.13641886,0.09890655,-0.33132073,-0.22555773,0.29304817,0.04096721,0.12118925,-0.30768365,0.8152718,0.2804291,0.13345493,-0.0521619,-0.36487594,0.5705326,0.0069675255,0.16892853,0.07387598,0.40569788,0.31408328,0.6132783,0.7727049,-0.19917916,0.32266584,-0.7235697,0.054219447,0.2549351,-0.042226095,0.3339016,0.20232399,0.33972117,-0.35515174,-0.22329243,-0.064486645,0.37736636,-0.12816961,0.176444,0.32758623,0.045495022,-0.27182803,-0.20139182,0.28440633,0.017639397,-0.031530183
enquant,-0.11383684,0.25503364,-0.26903206,-0.23096931,0.17120188,-0.321451,-0.15805332,0.32450894,0.09992521,-0.5132262,-0.14432316,-0.15900311,0.19347282,0.32388437,0.44203043,0.21697725,0.20972435,0.51386213,0.16470155,0.24213396,0.1970601,0.17313522,-0.033281043,-0.060500186,0.542251,0.31618682,0.04374423,0.06686401,0.17311506,0.01851469,-0.05157087,-0.13302708,0.019337956,-0.5726479,-0.07710211,0.4550017,-0.08773255,0.12873545,-0.42775145,0.3798366,0.087373346,0.25310436,-0.06900533,-0.3036362,0.013991327,-0.224752,0.10325148,-0.340783,-0.15676539,-0.12313055,0.51992726,-0.11252609,-0.7153817,0.0039534406,0.038651716,0.16211347,0.16583541,-0.19332606,0.3427475,-0.22371729,-0.42108622,-0.20083342,0.43962875,0.51534843,-0.07342162,0.43886182,-0.24737269,-0.2489418,-0.31064162,0.48603493,0.24303494,0.025316577,0.04915442,0.19991523,0.073391445,0.08413642,0.14162162,-0.14876933,-0.19787075,0.27493978,-0.65896654,0.105366684,0.23424481,-0.2324123,0.11829286,0.10208717,0.21073681,-0.16665712,0.15985432,-0.08962395,-0.09411336,-0.03130513,0.1267665,-0.1823829,0.015102655,-0.112766996,0.056647565,-0.022400094,-0.16105172,0.23591472
receb,-0.12632903,0.04218901,-0.19485064,-0.49571264,0.003340535,-0.105196066,-0.34711885,0.16370232,0.19325396,-0.26305363,-0.20868228,0.08111002,-0.03877234,0.29346278,0.40549138,0.21460445,0.2945557,0.31822237,0.26791164,0.20947865,0.2604737,0.08028,0.15693103,-0.3068339,0.350116,0.3381376,0.17697431,0.118904,0.10696314,0.06570187,0.25184345,-0.2881685,-0.056448463,-0.62084335,-0.08842953,0.072283134,-0.08340018,0.37389374,-0.4040569,0.37935495,-0.047575083,0.4213789,0.0034171634,-0.28604594,0.07937593,-0.36511934,0.04746046,-0.22405338,-0.04662863,0.012059932,0.34721002,-0.018540759,-0.5823229,-0.018855222,-0.041066043,0.16506444,0.23941737,0.0069441753,0.3726673,-0.33055222,-0.42312336,-0.21442515,0.49440682,0.5594178,-0.3136372,0.49288628,-0.044124108,-0.28522298,-0.06565676,0.5548409,0.39750406,0.13879742,-0.034252863,0.20191723,0.2459973,0.019512061,0.38077793,-0.14824142,-0.19510713,0.23388258,-0.5894925,-0.10633941,0.06380498,0.0036193118,0.110686354,-0.042043243,-0.058774963,-0.11126726,-0.07278085,0.07360074,-0.070330255,0.019075843,0.3277863,-0.41692868,-0.09268686,0.19056183,0.30179304,0.07700607,-0.16017224,0.19350919
conclu,0.089543864,0.22510384,-0.4095939,0.23092556,-0.09283641,0.09884413,0.5006973,-0.042703286,-0.1412167,0.3117371,-0.20165218,0.3958708,0.40584034,0.34686264,-0.7594881,0.25557682,0.8161926,-0.08868626,-0.44960517,-0.24375069,-0.040543903,0.15824232,0.10571846,0.2502915,-0.26329556,-0.65535367,-0.4674589,-0.0021005184,0.13177577,0.16048974,0.7745694,0.17422208,0.053774245,-0.051468827,-0.23557313,0.07014238,0.28049818,0.054287646,0.20311856,-0.08310356,-0.5110756,0.029973458,0.11348121,-0.5688995,0.059767637,-0.21484461,-0.011712768,-0.38758862,0.39035717,0.11180192,-0.030780964,0.050601184,-0.45691064,-0.09911473,0.34708637,0.17407532,0.23081723,0.119985424,-0.17840225,0.22066858,0.13595223,-0.687619,0.31562263,0.18396503,-0.48796237,-0.07848461,-0.3421035,-0.6851881,-0.18973707,0.4388766,0.025568008,-0.53832465,0.14176652,-0.084355,-0.28691724,-0.6666208,-0.1684485,0.23298301,-0.27473056,0.2618276,0.1889107,0.1149746,-0.04371408,0.6853206,0.0743989,-0.30737138,-0.12144878,0.40828753,0.32227898,0.21590306,0.11680288,-0.2289983,0.08915592,-0.65986824,-0.07506675,-0.75428814,0.14528184,-0.03877882,0.14082609,0.031062616
etap,0.27575552,0.3365784,-0.43374473,0.26309118,-0.001957048,0.13556005,0.3356363,0.13145892,0.08371603,0.3583058,-0.42505297,0.42163724,0.40297693,0.408981,-0.8944656,0.39016733,0.87545574,-0.047118552,-0.3591274,-0.34738737,0.084268,0.2318285,0.0864344,0.06528753,-0.21228273,-0.4459281,-0.6107875,0.018540533,0.039275564,0.38133365,0.73853546,0.04334532,-0.13082992,-0.4691437,-0.29415113,0.21964923,0.3288892,0.13517717,0.049193982,-0.22094238,-0.4109166,0.02408628,0.017025286,-0.6788192,0.0075956825,-0.29321405,-0.07332665,-0.48400503,0.33551654,0.03302107,-0.2185229,-0.13484217,-0.5827635,-0.082837224,0.28661892,0.08193562,-0.03692353,-0.13847314,-0.46769264,0.12663533,0.15047812,-0.7104035,0.29409286,0.2718434,-0.2557541,-0.14092277,-0.13852142,-0.73408264,-0.15115456,0.1832998,0.032293737,-0.66293055,-0.0339482,-0.14158963,-0.34316307,-0.7311008,-0.37089086,0.17217734,-0.19395865,0.28328604,0.2989361,0.18960172,0.06645904,0.46464816,-0.11596866,-0.32085043,-0.11511914,0.56875175,0.033839907,0.00045386225,0.007714689,-0.16470885,0.25076452,-0.74811846,-0.2728168,-0.73139906,-0.21933998,0.12803608,-0.088508174,0.33740512
algum,0.066794336,0.1461434,-0.48384497,0.27575928,0.070106104,0.27512202,0.5094742,-0.065935165,-0.08227147,0.4612402,-0.39462844,0.53849316,0.40286535,0.38263127,-0.88721246,0.24036713,0.83320516,-0.11486696,-0.3307994,-0.28095132,0.077500165,0.17685527,0.14810117,0.16799855,-0.33377013,-0.5933611,-0.4589929,0.14560728,0.010526195,0.41742346,0.66949993,0.12656613,-0.090758115,-0.07226584,-0.3139405,0.17371355,0.12218953,0.13423713,0.16585438,-0.01897075,-0.36324763,-0.0015991813,-0.0301684,-0.5516823,0.05071022,-0.28508332,0.045758847,-0.4778379,0.4954099,0.054815233,-0.087641746,0.003309937,-0.47816116,-0.09797341,0.18074396,0.25590622,0.10250178,-0.08037692,-0.35106874,-0.010059517,0.11120437,-0.73900664,0.23054306,0.14174157,-0.51775014,-0.06191329,-0.20236014,-0.68388045,-0.23362277,0.41850436,0.10232056,-0.5403405,0.037945785,-0.16232072,-0.2920994,-0.7885337,-0.10313719,0.24824028,-0.2582278,0.36185157,0.17563108,0.17953524,-0.07823485,0.682909,-0.01107356,-0.39628366,-0.23559147,0.5397707,0.15781449,0.09343887,0.2177547,-0.24622732,0.1928296,-0.85091597,-0.30905887,-0.78279287,0.15157652,0.06467153,0.06023805,0.21097115
repet,0.118000865,0.25530946,-0.48126042,0.21179815,0.03561407,0.20998505,0.5054777,-0.15096551,0.1156405,0.5450921,-0.266624,0.3495701,0.34864613,0.44869375,-0.99499434,0.32018062,0.91908777,-0.040152285,-0.45718682,-0.033516776,-0.021847919,0.32547504,0.14035669,0.23541239,-0.2539126,-0.5967822,-0.42465356,-0.024324415,0.016004674,0.25102225,0.8393203,0.037137832,-0.08565339,-0.29271752,-0.39465323,-0.030191932,0.2680871,0.18521208,0.23168077,-0.12791795,-0.55440867,0.048783157,-0.05366929,-0.7201196,0.07176597,-0.11507892,-0.088603444,-0.454761,0.47673163,0.098142326,-0.19130257,-0.12719998,-0.50459313,-0.20147774,0.4000056,0.24344492,0.2655856,0.056438275,-0.28750855,0.24329723,0.05334583,-0.8967728,0.3249429,0.23233911,-0.4361748,-0.120571524,-0.45280123,-0.7036071,-0.14318979,0.4507923,0.12464452,-0.57110703,0.1812894,-0.2206598,-0.40160924,-0.8425524,-0.23478061,0.10345749,-0.24569404,0.19838887,0.17310105,0.061721105,0.061359882,0.5384793,0.1360737,-0.4878917,-0.23476158,0.41166964,0.26700333,0.056752693,0.10266812,-0.2256636,0.2480344,-0.9431921,-0.25884998,-0.6541606,0.16958427,0.12306188,-0.065751694,0.14210998
precis,0.3099841,0.24934699,-0.45498365,0.22688878,-0.097622424,0.20472053,0.44269592,-0.060101032,0.040090747,0.35070947,-0.3401218,0.47110224,0.53821266,0.4787106,-0.8164607,0.42436007,0.9349706,-0.015366073,-0.34822062,-0.2682708,0.09261432,0.14519732,0.07813579,0.2956968,-0.14771149,-0.5305189,-0.44766325,0.048048925,0.17130141,0.27765173,0.7733704,0.17379662,-0.0031395662,-0.25730908,-0.3442631,0.13140157,0.28938818,0.0668696,0.01902745,-0.11047933,-0.48059744,0.18463114,0.15433426,-0.6712943,-0.0069160904,-0.24469602,-0.10164366,-0.49261588,0.2867938,0.17088825,-0.25635326,-0.051815495,-0.66622186,-0.035286408,0.28702718,0.10576782,0.067167625,-0.009398046,-0.2896198,0.18916601,0.1487761,-0.73103327,0.320652,0.27317137,-0.49738762,-0.1358851,-0.3305967,-0.81403834,-0.003911587,0.28307322,0.13572276,-0.6652866,0.0498235,0.0022432597,-0.29960117,-0.729227,-0.25787807,0.25449842,-0.40563247,0.29745057,0.22060114,0.13731405,-0.052004524,0.6393207,-0.060827397,-0.24503307,-0.023671705,0.4669462,0.029531986,-0.062387954,-0.010946109,-0.10502466,0.075545035,-0.70429486,-0.27073306,-0.77147573,-0.103395514,-0.17994973,0.13261224,0.32748932
carreg,0.01255233,-0.061236925,-0.10706,-0.060923517,0.10931766,0.02937635,-0.034408618,0.010829776,-0.098782055,0.035135683,-0.20906757,0.14063,0.20459996,0.18339862,0.060192313,-0.10111484,0.3532231,-0.120664105,-0.11990535,-0.25491345,0.06219878,-0.05475285,0.07092807,-0.012883773,0.08820537,0.03239763,-0.17434515,0.29607302,-0.10780546,0.15272608,0.2065376,0.08177514,-0.16806674,-0.33330306,0.011655918,-0.03504453,0.006552811,-0.03143651,-0.06942527,0.18179204,-0.14063923,0.039718434,-0.011363141,-0.0833856,0.03859019,-0.21744797,-0.18333197,-0.05407706,0.052801497,0.00398706,0.13554887,-0.12118706,-0.29340616,0.026980802,0.021588769,0.065653615,0.09805246,0.1439501,0.013998678,-0.010331709,-0.084079005,-0.25840813,0.1457333,0.19294435,-0.079844624,0.23765865,-0.07776467,-0.06443825,-0.14168848,0.10772757,0.08852209,0.14961785,0.06768624,-0.018251786,-0.0084483065,-0.3190674,0.11849133,0.16743347,-0.047571223,0.14492325,-0.43276834,0.03797433,-0.26977578,0.34490907,-0.10759039,-0.055904534,0.15322705,0.2543879,0.12291519,0.019786833,0.12177633,0.10887834,0.074252665,-0.11658287,0.10848397,-0.056069985,0.1565956,-0.13028684,-0.084364444,0.053317435
simpl,0.11855884,-0.31205276,0.19562502,0.22203214,-0.10128669,-0.20819457,0.07213466,0.41868207,0.4069949,-0.004299078,-0.12691863,-0.07315344,0.30193555,-0.17700337,0.036788516,-0.16466004,0.06308803,-0.37389073,0.24757294,-0.42429438,0.39939538,-0.23209047,0.36882052,-0.50190216,0.038683083,-0.13561183,-0.40195218,0.20939152,-0.45283407,0.03416908,0.31018794,-0.022026666,0.465755,-0.63436216,0.058482386,-0.3114233,-0.10424214,-0.09162377,-0.09829839,0.12628433,-0.10623765,-0.22893581,-0.1056196,-0.16670312,0.19296533,-0.23133127,0.22444253,0.091262676,0.013089833,0.039607834,-0.021434745,0.027310336,0.07203272,0.28558797,-0.010566661,0.019740717,0.085308306,0.04365967,-0.16688783,0.45646822,0.12377688,-0.103089966,0.0368292,-0.02358089,-0.01502178,-0.13621286,-0.01664327,0.0766281,0.05003984,-0.2316531,0.07640628,-0.05861006,0.3216769,-0.0664445,0.34473848,-0.15168689,0.063579865,-0.123521894,0.084961675,0.0588816,-0.053516664,0.043667037,-0.35044122,0.2319314,-0.54558563,-0.1981492,-0.046188507,-0.0999904,0.1813222,0.09685738,0.12347414,0.10164635,0.14911264,-0.25999972,0.45891076,0.14346908,-0.34089434,0.109148785,-0.17799833,-0.44167015
fic,0.16557753,-0.49488163,0.24860151,0.13789617,-0.097022586,-0.13837387,-0.06553981,0.12623112,0.58002055,0.04243316,-0.03271292,0.1317922,0.42924353,0.007986322,-0.12705202,-0.13086522,0.036413826,-0.19335668,0.10222097,-0.22758113,0.16328682,-0.16304332,0.32982302,-0.3846563,0.24718477,-0.17698951,-0.3184658,0.2944094,-0.34544763,0.2800172,0.08973453,0.16281398,0.46807373,-0.6481935,-0.04498252,-0.023885552,-0.2547319,-0.36057454,-0.022158947,-0.101667956,-0.016153218,-0.355366,-0.028725686,-0.20089476,0.46811825,-0.22534111,-0.06094679,0.048097774,-0.009229216,-0.05226993,0.26890635,0.055293474,0.059655458,0.062130235,-0.09377116,0.023888258,-0.035763517,0.097725525,-0.1673337,0.40021968,0.2919074,-0.12484706,-0.01610969,-0.013519517,0.19712758,-0.08124689,0.04166948,0.14560375,-0.015419944,0.020348325,0.06404961,0.04500918,0.21030809,0.012020249,0.44986925,-0.22597143,0.118309565,-0.17012712,0.1323826,0.31741673,0.042617,-0.038792487,-0.4602313,0.14023997,-0.48329592,-0.09917256,0.031375516,-0.1625364,0.11062784,0.31969076,0.34134865,0.10051358,-0.05161313,-0.39137623,0.48099223,-0.13726659,-0.33133757,0.17128627,-0.18937632,-0.5558638
atualizaca,0.15496829,-0.38935512,0.01869465,0.15552069,-0.0061805574,-0.03509283,-0.090673625,0.17392068,0.5336084,0.10564392,0.06399265,0.21960677,0.30854246,-0.107180655,-0.04899475,0.019216036,0.1495688,-0.31921777,0.027041346,-0.4389733,0.06846821,-0.096687794,0.36541134,-0.46233022,0.28132224,-0.15177917,-0.20883377,0.2782736,-0.34267068,0.24106267,0.23499985,0.0033342005,0.46224797,-0.48031858,-0.050921332,-0.21600927,-0.36210173,-0.3235016,0.0918954,-0.1240468,-0.012697687,-0.2468239,-0.12183045,-0.278229,0.36158434,-0.24881653,0.08013897,0.005388898,-0.030584231,0.18728387,0.06670805,-0.15093538,-0.048261024,0.21479611,0.056633953,-0.11239851,0.0968391,0.123596966,-0.23440503,0.39141816,0.11250103,-0.12565704,0.13655594,0.047699656,-0.030394938,0.051164955,-0.0030629386,0.13760154,-0.20767573,0.03720664,0.1576691,0.034974854,0.32925498,-0.07953932,0.163665,-0.32286546,0.1579246,-0.16281421,0.025025027,0.05680276,0.13796154,-0.06368683,-0.5039964,0.21096401,-0.25446558,-0.13354172,0.012881936,-0.12030805,-0.0137424525,0.22822078,0.022626147,0.13526022,0.006125748,-0.2720419,0.36340946,-0.019257171,-0.1099443,0.15659373,0.061410587,-0.47908404
consult,0.3795724,-0.14741674,0.028249811,-0.27258107,-0.12502134,-0.47361234,-0.29034674,0.5843937,-0.03328514,-0.45415002,-0.39000112,0.55564064,-0.47782832,0.46159938,0.21318196,0.22882378,-0.2501249,-0.22588001,0.5460027,0.5704824,0.094530724,0.4317844,0.50720155,-0.069024965,0.42074323,-0.0502554,0.34085032,0.26121867,-0.29105568,0.4465111,0.39803612,-0.6216454,0.02661062,-0.70517576,0.16066791,0.18056665,-0.29751292,0.09799104,-0.31388092,0.20541006,-0.70793504,0.19696653,-0.4083407,0.18189178,0.35524756,0.46792844,-0.25987643,0.067468084,-0.14533183,-0.22551823,0.26394847,0.0317637,-0.76133966,-0.61437625,0.48471764,0.34033456,-0.24820952,-0.12070453,-0.048693653,-0.15563963,-0.75384057,-0.2840095,0.09841865,0.5681329,0.09803964,0.59186685,-0.15151249,-0.334672,0.12198849,0.36039835,0.17770831,0.15571961,-0.010362433,-0.13598384,0.42154583,-0.28726816,0.31959754,-0.86990684,0.25903633,0.044764094,-0.28338966,-0.41863933,-0.08750454,-0.27423868,0.056343004,-0.05825684,-0.02806899,-0.45538983,0.5874185,0.35337183,0.17328681,-0.10044427,0.43121526,-0.44762006,-0.57401997,0.04769206,-0.033501033,0.24647333,0.087474674,-0.39321733
cadastr,-0.11623495,-0.25890166,0.030608006,-0.46557817,-0.016884409,-0.24959365,-0.33869392,0.52570826,0.37201428,-0.07854644,-0.34288853,-0.28634328,0.24895638,0.12306564,0.11279429,0.30575362,0.026700424,0.37863415,0.05442545,0.056307364,0.25968626,0.456037,0.15756235,-0.035531223,0.20249574,0.23942271,0.108387515,-0.13848837,-0.3144725,0.15684761,-0.35416648,0.1365378,0.21263523,-0.7870153,-0.51576746,0.1640241,-0.2304413,-0.59208894,-0.43764886,0.38677418,0.3865244,0.1437742,0.03373832,-0.24887322,0.6409972,0.12694892,0.300554,-0.5427497,-0.20489027,-0.13155034,0.016057035,-0.411934,-0.27176654,-0.05979652,0.06543897,-0.13776799,0.050386533,0.33555397,0.3421816,-0.30308357,0.069825426,-0.16988505,0.111745924,0.33494744,-0.027384195,0.5145926,-0.25151998,-0.13765281,-0.11647447,0.36448127,-0.0057749,0.10260679,0.37665588,-0.22261867,0.28190342,0.2541769,-0.043167744,-0.27059448,-0.37508178,0.7720075,-0.1717578,0.10550894,-0.44093952,0.110052526,-0.0317722,-0.027566267,0.36588416,0.22077519,-0.11826042,-0.16801989,-0.03106852,0.0506343,0.2900573,-0.4979028,0.21281339,0.22745143,0.2048629,0.20718785,-0.29490396,0.2244246
limit,0.37148422,-0.0037566181,-0.0056356206,-0.20511906,-0.12010406,-0.43433788,-0.2799329,0.467207,0.018643683,-0.36364004,-0.13308702,0.3425861,-0.27061293,0.32223833,0.39458105,0.16133615,-0.2807889,-0.021934288,0.3422581,0.48697963,0.29820943,0.2885192,0.31315848,-0.079128355,0.13439183,-0.010174383,0.27930802,0.32446244,-0.18593575,0.1908272,0.22839364,-0.46909073,0.1761157,-0.5979941,0.29119995,0.077750325,-0.119762056,0.13257356,-0.47985816,0.31521028,-0.4328088,0.20336202,-0.1622487,0.16278873,0.3010047,0.44772583,-0.25415626,0.11797811,0.026762215,-0.22724576,0.25335297,-0.026351005,-0.6313732,-0.68447036,0.3885158,0.2260987,-0.14295383,-0.004325266,0.06935633,-0.17893423,-0.50302035,-0.017275063,0.033246845,0.390692,0.054673154,0.45372623,0.071917206,0.018737357,0.034788445,0.30410984,0.02474365,-0.024700921,0.048234686,-0.08314136,0.34652588,-0.056035835,0.36822578,-0.6717854,0.12766394,0.076776244,-0.4402035,-0.23838079,-0.22912139,-0.071519814,-0.06738397,-0.082603015,-0.05953419,-0.29003215,0.47455102,0.24195173,0.17254907,-0.045854352,0.3599496,-0.1887928,-0.44066417,0.028207596,0.11756799,0.37271947,-0.14211807,-0.33168358
pagament,-0.06318024,0.057164136,-0.35879412,-0.045209914,-0.16345131,-0.075925834,0.059082218,0.46734,0.37461346,-0.14652748,0.0753437,-0.661174,0.08325738,0.19834888,0.107543774,0.47259566,-0.06797418,0.49432084,0.26250777,-0.2292904,0.15492636,-0.40936473,-0.19528538,-0.17991269,-0.09158776,0.19979589,-0.14568725,-0.07648363,0.025254348,-0.43258622,-0.27908388,0.027705114,0.5983842,-0.7404511,-0.09406392,0.090609275,0.36731207,0.1973192,-0.67095214,0.42739695,-0.021313012,0.35421577,-0.19126576,-0.15754153,0.50528973,-0.41168994,0.21362269,0.028397419,0.16040967,0.06270908,0.19426739,-0.09279559,-0.29826045,0.045551743,0.2558998,-0.21208686,0.27430516,-0.1579737,0.61744756,-0.088094555,-0.34919178,-0.1318877,0.16704525,0.25912008,-0.14933434,0.05229707,0.08195362,0.55928755,0.088944905,0.05213141,0.45904183,-0.10143337,0.39438102,0.4902837,0.38931352,-0.08688166,0.35278127,-0.30252713,0.09225907,0.23705493,-0.80304754,-0.109129064,0.036646444,-0.12933904,-0.0143494075,-0.2907389,0.0849987,0.021102779,0.18628466,0.24267665,-0.13169767,0.3318595,0.26115265,0.1477235,0.7477795,0.51440585,0.13993952,0.45492572,-0.26956624,0.2862842
atualiz,-0.186509,-0.38296807,0.18166406,-0.42703205,0.026841782,-0.23102714,-0.1474171,0.3372577,0.31971028,-0.12471287,-0.3420454,-0.32063666,0.14558022,0.1326231,-0.014872284,0.4127759,0.110505916,0.44422543,0.22797124,0.030946441,0.07987459,0.565404,0.26234826,-0.20038013,0.42743272,0.40515515,0.018836921,-0.07781349,-0.37542054,0.1619826,-0.366449,0.1409684,0.23277321,-0.7423677,-0.6776539,0.2575473,-0.27592137,-0.61148185,-0.47531605,0.3553518,0.26091617,0.09902011,-0.098154,0.031170024,0.69946676,-0.016354142,0.30456218,-0.6889812,-0.15099049,-0.07492953,0.041322485,-0.29726955,-0.23691648,0.0068571637,-0.046286535,-0.043556724,-0.017980278,0.37466714,0.2856277,-0.32653394,-0.037748635,-0.18869989,0.1794069,0.45776668,-0.12983187,0.58749634,-0.479368,-0.21211872,0.14191845,0.32584548,0.023612734,0.20568815,0.3952507,-0.20386109,0.30514312,0.23692732,-0.16466041,-0.2115049,-0.38020304,0.77382743,-0.1654678,0.010889084,-0.3250519,0.0022609197,0.18847561,0.07873798,0.49006763,0.082228035,-0.12722713,-0.23881876,0.025607161,0.18205187,0.31726608,-0.5382618,0.3639994,0.3058523,0.2829138,0.19683547,-0.38330048,0.18742399
transferenc,-0.72257733,0.068807304,-0.35040152,0.030563938,-0.1981389,0.24084103,-0.5105736,-0.25164825,-0.4751952,-0.4573919,0.022243865,-1.074754,-0.652246,0.44539207,0.16434982,-0.746372,0.06223663,0.04429876,0.5140678,0.46446273,1.0781487,-0.115786076,0.8598269,-0.23161294,0.15547304,0.41747946,-0.2998961,-0.6117163,0.8595814,0.074077904,0.012925524,-0.03408278,0.420851,-0.2846904,0.49879622,0.39472076,-0.09860703,0.84030306,-0.23157418,-0.20616046,0.08125468,-0.088523686,0.40930796,0.08585425,-0.35883737,-0.03776128,0.28217742,-0.9713239,0.37284723,-0.1027778,0.45441264,0.13522547,0.52666235,0.10799111,0.17150597,-0.043122154,0.1928145,0.17931888,-0.3007082,0.024694774,-0.2615962,-0.063855916,0.25689587,0.62832236,-0.23418142,0.14963229,0.038761575,0.40851736,-0.44508222,1.1729326,0.24559648,-0.40592077,0.5763219,0.40113124,-0.26077193,0.21274228,0.32913643,0.58453614,0.19359493,-0.16020498,-1.11031,-0.6282946,0.3841986,-0.38826427,0.08107577,-0.15661618,0.5621768,-0.25462276,0.33713302,0.23509409,0.0908352,-0.41278452,-0.5262783,-0.04765495,-0.26487124,0.84344953,-0.34547117,-0.13457425,-0.39169085,0.569151
faz,-0.55481666,0.29718778,-0.39925805,-0.28933254,-0.29756424,0.20407298,-0.5652719,-0.40725508,-0.6480533,-0.39664945,0.08227669,-1.0217175,-0.6128505,0.531819,0.29064944,-0.9128481,0.39351222,-0.194909,0.4075056,0.621021,0.97966224,0.19845654,0.88208133,-0.09248392,-0.05269826,0.5073273,-0.6578571,-0.5159762,0.742802,-0.20505485,-0.154496,-0.17940351,0.29589903,-0.14109895,0.26471922,0.38374108,-0.21258697,0.7097365,-0.4186911,-0.13993637,-0.18723369,-0.04606297,0.3766167,0.250611,-0.41375822,-0.03796872,0.39696538,-1.034226,0.116766304,-0.042948272,0.18353556,0.2744202,0.48542264,0.38018107,0.41068378,-0.26833108,0.23577403,-0.17335004,-0.28207508,-0.20464608,-0.086639784,-0.113497734,0.04675428,0.67728996,-0.14652967,0.23623838,-0.059113134,0.08692048,-0.43645638,1.1706858,0.26355568,-0.40202814,0.63566905,0.21301235,-0.20059972,0.37886634,0.15681377,0.6905643,-0.13780439,-0.37822565,-1.1341621,-0.547232,0.09902016,-0.14728126,0.13709642,0.11434395,0.40960878,-0.13708319,0.0807661,0.21395287,0.059527986,-0.3426399,-0.430923,-0.43862695,-0.12110348,0.68320596,-0.49889007,0.14355648,-0.27238196,0.35298607
baix,-0.22493534,-0.04156409,-0.21103154,-0.2863421,0.16618049,-0.18084393,-0.12225186,0.089013204,0.08401719,-0.03342137,-0.27816686,0.033364132,-0.033366557,0.34210065,-0.09731059,0.054135803,0.33195835,0.0035388202,0.045010496,-0.048241407,0.24982908,0.15548523,0.2135236,-0.07568362,0.2833561,0.17796977,0.05973492,0.2729458,-0.1686388,-0.06754607,0.112101644,0.089718476,-0.22968943,-0.47617722,-0.119286105,0.043968715,0.16613871,-0.07526124,-0.28355098,0.33187962,-0.13462274,0.2701777,-0.19519226,-0.29430133,0.14623885,-0.1368901,-0.17148764,-0.25243452,0.074582815,0.021171758,0.11937919,-0.06436133,-0.3893078,0.12973726,0.17762765,0.14281526,0.19175261,0.052285768,-0.0024413306,0.008585825,-0.19276652,-0.30766925,0.08550049,0.2674754,0.037081517,0.22051355,-0.40523425,-0.18514697,0.07553885,0.3602014,0.16259879,0.14576064,0.15524934,-0.012386089,0.009916172,-0.48247203,0.14388525,0.00053122075,-0.07996998,0.08228606,-0.56529415,0.15188532,-0.24867103,0.21368375,-0.09685845,-0.037728593,0.24700071,0.22832792,-0.07392481,-0.15545045,0.098177746,0.09043906,0.21954831,-0.304794,0.042112675,0.14206295,0.05690559,-0.1769092,-0.28631458,0.22185376
